answer,choices,question
0,"cingulectomies,,theraphosoid,,paenulae,,fibrinose","There was a young woman who had a baby. She was very young. She had to learn how to feed the baby right. The doctor helped her with this. The doctor helped her with many things. Yesterday, the doctor had helped her try and teach the child to use the toilet. Today, she puts a bib on the baby to try to feed her. She tries to feed it with a frog shaped spoon. She tries to feed her a banana. She tries a rhyme, to get the child to have fun. The rhyme is about the cat that jumped over the moon. The doctor watches with a smile on his face. The doctor has a beard. The baby likes to play with the doctor's beard. The baby also likes to play with her rattle. Her rattle is shaped like a bull. It is a loud rattle. The baby still makes a mess, but she is drier than yesterday. The doctor says it is a good job. What did the doctor help the woman do yesterday?"
1,"bilos,,caprate,,secretivelies,,arenaria","There was a young woman who had a baby. She was very young. She had to learn how to feed the baby right. The doctor helped her with this. The doctor helped her with many things. Yesterday, the doctor had helped her try and teach the child to use the toilet. Today, she puts a bib on the baby to try to feed her. She tries to feed it with a frog shaped spoon. She tries to feed her a banana. She tries a rhyme, to get the child to have fun. The rhyme is about the cat that jumped over the moon. The doctor watches with a smile on his face. The doctor has a beard. The baby likes to play with the doctor's beard. The baby also likes to play with her rattle. Her rattle is shaped like a bull. It is a loud rattle. The baby still makes a mess, but she is drier than yesterday. The doctor says it is a good job. What is the rhyme about?"
2,"figurer,,homosteus,,dishelming,,dishevelling","There was a young woman who had a baby. She was very young. She had to learn how to feed the baby right. The doctor helped her with this. The doctor helped her with many things. Yesterday, the doctor had helped her try and teach the child to use the toilet. Today, she puts a bib on the baby to try to feed her. She tries to feed it with a frog shaped spoon. She tries to feed her a banana. She tries a rhyme, to get the child to have fun. The rhyme is about the cat that jumped over the moon. The doctor watches with a smile on his face. The doctor has a beard. The baby likes to play with the doctor's beard. The baby also likes to play with her rattle. Her rattle is shaped like a bull. It is a loud rattle. The baby still makes a mess, but she is drier than yesterday. The doctor says it is a good job. What does the doctor have that the baby likes to play with?"
3,"tailoress,,crinogenic,,ambsace,,thyreogenous","The chipmunks were busy getting ready for the winter.  Little Chip had never seen everyone so busy.  Chipmunks were running this way and that way.  Even his Granddaddy was helping out, stuffing melons up into the holes in the tree.  Aunt Chippa was clapping at everyone to hurry them up.  Little Chip wasn\"
0,"unforegone,,kempite,,centerer,,monopotassium","Once upon a time there was a cowgirl named Callie. Callie was the most beautiful cowgirl in all the land. She rode a beautiful horse. Her horse was brown. There are plenty of other horses. There are black horses, white horses, and red horses, but Callie's brown horse was the only horse in the world. Callie lived in a beautiful house with her husband. Her husband's name was Henry. Henry was a very good farmer. He grew tomatoes. His neighbor grew corn, potatoes, and bananas. His neighbor's name was David. David had a son named James who played in Henry's field. One day James fell and Henry almost ran him over with his horse. It was very scary. James was very careful when playing in the field. His dad told him never to play in the field again and he listened. Henry was very sorry for scaring him and sent him a basket of tomatoes. What did Henry grow?"
1,"balneae,,odour,,cobwebbing,,substantialize","Once upon a time there was a cowgirl named Callie. Callie was the most beautiful cowgirl in all the land. She rode a beautiful horse. Her horse was brown. There are plenty of other horses. There are black horses, white horses, and red horses, but Callie's brown horse was the only horse in the world. Callie lived in a beautiful house with her husband. Her husband's name was Henry. Henry was a very good farmer. He grew tomatoes. His neighbor grew corn, potatoes, and bananas. His neighbor's name was David. David had a son named James who played in Henry's field. One day James fell and Henry almost ran him over with his horse. It was very scary. James was very careful when playing in the field. His dad told him never to play in the field again and he listened. Henry was very sorry for scaring him and sent him a basket of tomatoes. What color was Callie's Horse?"
2,"clawhammer,,suralimentation,,jacobean,,trocar","Once upon a time there was a cowgirl named Callie. Callie was the most beautiful cowgirl in all the land. She rode a beautiful horse. Her horse was brown. There are plenty of other horses. There are black horses, white horses, and red horses, but Callie's brown horse was the only horse in the world. Callie lived in a beautiful house with her husband. Her husband's name was Henry. Henry was a very good farmer. He grew tomatoes. His neighbor grew corn, potatoes, and bananas. His neighbor's name was David. David had a son named James who played in Henry's field. One day James fell and Henry almost ran him over with his horse. It was very scary. James was very careful when playing in the field. His dad told him never to play in the field again and he listened. Henry was very sorry for scaring him and sent him a basket of tomatoes. What was Henry's neighbors name?"
3,"aminoethionic,,astrometrical,,overflatten,,lituoline","Once upon a time there was a cowgirl named Callie. Callie was the most beautiful cowgirl in all the land. She rode a beautiful horse. Her horse was brown. There are plenty of other horses. There are black horses, white horses, and red horses, but Callie's brown horse was the only horse in the world. Callie lived in a beautiful house with her husband. Her husband's name was Henry. Henry was a very good farmer. He grew tomatoes. His neighbor grew corn, potatoes, and bananas. His neighbor's name was David. David had a son named James who played in Henry's field. One day James fell and Henry almost ran him over with his horse. It was very scary. James was very careful when playing in the field. His dad told him never to play in the field again and he listened. Henry was very sorry for scaring him and sent him a basket of tomatoes. What was Callie's husbands name?"
0,"curbside,,synthesism,,bipods,,probusiness","Last Saturday was the best day of Timmy's summer. After waking up at nine and turning on his lamp, Timmy ran downstairs, counting the steps as he always did. There were always seven. At the bottom, he jumped over his dog Lucky who was licking himself clean. Timmy took a bite of toast and a sip of the orange juice his mom Suzie had left on the table for him before running outside to check the mail. Before he made it down the steps, he almost tripped on a big package waiting for him. It was here! Timmy's birthday present from his grandmother Betty had arrived. He brought it into the kitchen, where his dad Ryan was waiting for him with a grin on his face. As Timmy tore into the package, he found the greatest present he could have asked for. It was a huge water gun! Timmy immediately filled it up and ran outside to begin playing. His neighbor Maeby came outside with her water hose after eating her sandwich and the two got in a water fight! Soon, Timmy's dad came outside to play too! He brought 11 water balloons. Soon all five of Timmy's friends were playing in the water with each other. Timmy's water gun was the best toy out there. It worked by winding up the handle before firing the water. Soon it was evening and Timmy's dad was firing up the grill to cook hotdogs and hamburgers for Timmy's friends and their families. What was in Timmy's package?"
1,"perfectibilitarian,,polyphonous,,soulful,,cissy","Last Saturday was the best day of Timmy's summer. After waking up at nine and turning on his lamp, Timmy ran downstairs, counting the steps as he always did. There were always seven. At the bottom, he jumped over his dog Lucky who was licking himself clean. Timmy took a bite of toast and a sip of the orange juice his mom Suzie had left on the table for him before running outside to check the mail. Before he made it down the steps, he almost tripped on a big package waiting for him. It was here! Timmy's birthday present from his grandmother Betty had arrived. He brought it into the kitchen, where his dad Ryan was waiting for him with a grin on his face. As Timmy tore into the package, he found the greatest present he could have asked for. It was a huge water gun! Timmy immediately filled it up and ran outside to begin playing. His neighbor Maeby came outside with her water hose after eating her sandwich and the two got in a water fight! Soon, Timmy's dad came outside to play too! He brought 11 water balloons. Soon all five of Timmy's friends were playing in the water with each other. Timmy's water gun was the best toy out there. It worked by winding up the handle before firing the water. Soon it was evening and Timmy's dad was firing up the grill to cook hotdogs and hamburgers for Timmy's friends and their families. What did Timmy's dad cook for dinner?"
2,"banally,,backstreet,,nonexhaustive,,poetizes","Last Saturday was the best day of Timmy's summer. After waking up at nine and turning on his lamp, Timmy ran downstairs, counting the steps as he always did. There were always seven. At the bottom, he jumped over his dog Lucky who was licking himself clean. Timmy took a bite of toast and a sip of the orange juice his mom Suzie had left on the table for him before running outside to check the mail. Before he made it down the steps, he almost tripped on a big package waiting for him. It was here! Timmy's birthday present from his grandmother Betty had arrived. He brought it into the kitchen, where his dad Ryan was waiting for him with a grin on his face. As Timmy tore into the package, he found the greatest present he could have asked for. It was a huge water gun! Timmy immediately filled it up and ran outside to begin playing. His neighbor Maeby came outside with her water hose after eating her sandwich and the two got in a water fight! Soon, Timmy's dad came outside to play too! He brought 11 water balloons. Soon all five of Timmy's friends were playing in the water with each other. Timmy's water gun was the best toy out there. It worked by winding up the handle before firing the water. Soon it was evening and Timmy's dad was firing up the grill to cook hotdogs and hamburgers for Timmy's friends and their families. How many steps did Timmy run down?"
3,"doomster,,kiwis,,acceptress,,thunderbolt","Last Saturday was the best day of Timmy's summer. After waking up at nine and turning on his lamp, Timmy ran downstairs, counting the steps as he always did. There were always seven. At the bottom, he jumped over his dog Lucky who was licking himself clean. Timmy took a bite of toast and a sip of the orange juice his mom Suzie had left on the table for him before running outside to check the mail. Before he made it down the steps, he almost tripped on a big package waiting for him. It was here! Timmy's birthday present from his grandmother Betty had arrived. He brought it into the kitchen, where his dad Ryan was waiting for him with a grin on his face. As Timmy tore into the package, he found the greatest present he could have asked for. It was a huge water gun! Timmy immediately filled it up and ran outside to begin playing. His neighbor Maeby came outside with her water hose after eating her sandwich and the two got in a water fight! Soon, Timmy's dad came outside to play too! He brought 11 water balloons. Soon all five of Timmy's friends were playing in the water with each other. Timmy's water gun was the best toy out there. It worked by winding up the handle before firing the water. Soon it was evening and Timmy's dad was firing up the grill to cook hotdogs and hamburgers for Timmy's friends and their families. What was Timmy's dog's name?"
0,"megilphs,,proximal,,reaps,,spermatium","Andy the lion lived in Africa.  He was a happy lion, and he liked to lay in the sun all day.  One day when Andy got hungry, he thought about strawberries.  He had never had a strawberry before.  ""Oh,"" he thought, ""strawberries must be very tasty.""  He thought about how red they were, and how sweet they must taste.  ""I have to have a strawberry,"" said Andy.  So Andy went to talk to his friends, to find out if they had any strawberries.  He walked to a big field where he saw his friend Billy the Bison.  Andy asked Billy if he had any strawberries.  ""No, I don\"
1,"erer,,nocturia,,misrelying,,conduit","Hailey stood in her kitchen. She was looking for ideas of what to make for dinner. She could make pasta, soup, chili, or steak. She opened the refrigerator and took out a cartoon of juice. She sat down at the table and tried to write a list of ingredients she would need. She finally thought she would make chili for dinner. She took a sip of her juice and she saw she had all the ingredients she needed except meat.   Hailey saw she was losing daylight. This made her want to take her car to the store in order to buy the meat. It would be faster than walking.  She quickly went to the back of the store where she knew the meat was stored and took her find to the cashier. When she made her way back into the lot she ran into her friend, Beth, and invited Beth to come to her house for dinner.   When they both returned to her home they cooked dinner together and had a wonderful evening. Why was Hailey standing in her kitchen?"
2,"extatic,,twicer,,bombs,,underswearer","Hailey stood in her kitchen. She was looking for ideas of what to make for dinner. She could make pasta, soup, chili, or steak. She opened the refrigerator and took out a cartoon of juice. She sat down at the table and tried to write a list of ingredients she would need. She finally thought she would make chili for dinner. She took a sip of her juice and she saw she had all the ingredients she needed except meat.   Hailey saw she was losing daylight. This made her want to take her car to the store in order to buy the meat. It would be faster than walking.  She quickly went to the back of the store where she knew the meat was stored and took her find to the cashier. When she made her way back into the lot she ran into her friend, Beth, and invited Beth to come to her house for dinner.   When they both returned to her home they cooked dinner together and had a wonderful evening. Who did Hailey see at the store?"
3,"nonperversely,,unmesmerize,,realterably,,lumps","Hailey stood in her kitchen. She was looking for ideas of what to make for dinner. She could make pasta, soup, chili, or steak. She opened the refrigerator and took out a cartoon of juice. She sat down at the table and tried to write a list of ingredients she would need. She finally thought she would make chili for dinner. She took a sip of her juice and she saw she had all the ingredients she needed except meat.   Hailey saw she was losing daylight. This made her want to take her car to the store in order to buy the meat. It would be faster than walking.  She quickly went to the back of the store where she knew the meat was stored and took her find to the cashier. When she made her way back into the lot she ran into her friend, Beth, and invited Beth to come to her house for dinner.   When they both returned to her home they cooked dinner together and had a wonderful evening. Why did Hailey want to take her car to the store?"
0,"metaphysis,,rerolled,,staggerweed,,genteelly","Hailey stood in her kitchen. She was looking for ideas of what to make for dinner. She could make pasta, soup, chili, or steak. She opened the refrigerator and took out a cartoon of juice. She sat down at the table and tried to write a list of ingredients she would need. She finally thought she would make chili for dinner. She took a sip of her juice and she saw she had all the ingredients she needed except meat.   Hailey saw she was losing daylight. This made her want to take her car to the store in order to buy the meat. It would be faster than walking.  She quickly went to the back of the store where she knew the meat was stored and took her find to the cashier. When she made her way back into the lot she ran into her friend, Beth, and invited Beth to come to her house for dinner.   When they both returned to her home they cooked dinner together and had a wonderful evening. What did Hailey finally want to make for dinner?"
1,"starchworks,,nonarithmetical,,owerby,,protestable",Angie went to the library with her mother.  First she had to turn in the books she was returning at the return desk.  They said hello to the man there.  He took their books.  Then they went into the adult reading room.  Angie sat in a brown chair at the table.  She made a drawing of her mother.  Her mother found a large red book.  Then they went to the Mystery section.  Angie sat in a blue chair.  She drew a picture of her brother.  Her mother found the book.  It was a green book.  Finally it was time to go to the children's room.  It was Story Hour.  Miss Hudson was there to read to all the children.  She read a book about friendship. After the story Angie sat in the red chair and began drawing.  They were drawing pictures of friends.  Angie drew a picture of her best friend Lilly.  Miss Hudson hung the pictures on the wall.  Then Angie and her mother picked out 8 books to read at home.  They checked the books out and went home. Angie said hello to someone.  Who was it?
2,"witching,,kunwari,,switchblade,,paganically",Angie went to the library with her mother.  First she had to turn in the books she was returning at the return desk.  They said hello to the man there.  He took their books.  Then they went into the adult reading room.  Angie sat in a brown chair at the table.  She made a drawing of her mother.  Her mother found a large red book.  Then they went to the Mystery section.  Angie sat in a blue chair.  She drew a picture of her brother.  Her mother found the book.  It was a green book.  Finally it was time to go to the children's room.  It was Story Hour.  Miss Hudson was there to read to all the children.  She read a book about friendship. After the story Angie sat in the red chair and began drawing.  They were drawing pictures of friends.  Angie drew a picture of her best friend Lilly.  Miss Hudson hung the pictures on the wall.  Then Angie and her mother picked out 8 books to read at home.  They checked the books out and went home. What did Angie do in the reading room?
3,"polycladose,,nondeliberateness,,preoriginally,,allusions",Angie went to the library with her mother.  First she had to turn in the books she was returning at the return desk.  They said hello to the man there.  He took their books.  Then they went into the adult reading room.  Angie sat in a brown chair at the table.  She made a drawing of her mother.  Her mother found a large red book.  Then they went to the Mystery section.  Angie sat in a blue chair.  She drew a picture of her brother.  Her mother found the book.  It was a green book.  Finally it was time to go to the children's room.  It was Story Hour.  Miss Hudson was there to read to all the children.  She read a book about friendship. After the story Angie sat in the red chair and began drawing.  They were drawing pictures of friends.  Angie drew a picture of her best friend Lilly.  Miss Hudson hung the pictures on the wall.  Then Angie and her mother picked out 8 books to read at home.  They checked the books out and went home. Where did Angie's mother find the book?
0,"nonconvergency,,volatilely,,vocalisations,,bagataway",Angie went to the library with her mother.  First she had to turn in the books she was returning at the return desk.  They said hello to the man there.  He took their books.  Then they went into the adult reading room.  Angie sat in a brown chair at the table.  She made a drawing of her mother.  Her mother found a large red book.  Then they went to the Mystery section.  Angie sat in a blue chair.  She drew a picture of her brother.  Her mother found the book.  It was a green book.  Finally it was time to go to the children's room.  It was Story Hour.  Miss Hudson was there to read to all the children.  She read a book about friendship. After the story Angie sat in the red chair and began drawing.  They were drawing pictures of friends.  Angie drew a picture of her best friend Lilly.  Miss Hudson hung the pictures on the wall.  Then Angie and her mother picked out 8 books to read at home.  They checked the books out and went home. What did Angie draw at Story Hour?
1,"thimblerig,,universalize,,nonignitible,,enbibe","It was one week before Halloween and Thomas still needed to find the perfect costume for trick-or-treating. Last year Thomas was a scarecrow, so his mother had stuffed his clothes with straw. Thomas thought that it was okay for a nine year old, but now he was ten and had to do even better. His friends Michael and Brianna were going as a ghost and angel, but Thomas wanted something that was both scary and real. Finally he came up with an idea and headed off to the store with his mother to collect the items. He picked up a black jacket, black gloves, and black cloth. After working through the whole weekend he had finally finished. When he got to school he wouldn\"
2,"prosecrecy,,dingies,,primiparous,,microrhabdus","Robert was excited that Halloween was coming.  He and his mother went to the store to look at costumes so that he could pick one.  There was a a witch costume, a horse costume and a costume that looked like a doggy.  Robert thought he would get the dog costume because he thought he could make a great woof sound.  His mother bought it for him and he couldn't wait to wear it.  On Halloween night, Robert was all dressed to go out trick or treating and waited for his Dad to take him out.  His father told him that he had talked to the lady who lived next door and she was hoping that her granddaughter could go trick or treating with them.  Robert thought it would be okay if she came along and they went to go pick her up.  Robert found out her name was Tessa.  He was happy to see that she was wearing a costume that looked like a kitten.  Their costumes would go well together.  They went from house to house getting candy.  Some people gave them jelly beans, some gave them chocolate bars and some gave them cookies.  Robert's favorite treat that they got was the chocolate bars.  When they got home they saw they had both gotten a lot of candy.  It was a great Halloween and Robert was very happy. What was Robert's favorite treat?"
3,"asservilize,,hilus,,concolorous,,vitilitigate","Robert was excited that Halloween was coming.  He and his mother went to the store to look at costumes so that he could pick one.  There was a a witch costume, a horse costume and a costume that looked like a doggy.  Robert thought he would get the dog costume because he thought he could make a great woof sound.  His mother bought it for him and he couldn't wait to wear it.  On Halloween night, Robert was all dressed to go out trick or treating and waited for his Dad to take him out.  His father told him that he had talked to the lady who lived next door and she was hoping that her granddaughter could go trick or treating with them.  Robert thought it would be okay if she came along and they went to go pick her up.  Robert found out her name was Tessa.  He was happy to see that she was wearing a costume that looked like a kitten.  Their costumes would go well together.  They went from house to house getting candy.  Some people gave them jelly beans, some gave them chocolate bars and some gave them cookies.  Robert's favorite treat that they got was the chocolate bars.  When they got home they saw they had both gotten a lot of candy.  It was a great Halloween and Robert was very happy. What did Tessa's costume look like?"
0,"attitudes,,parapsychologies,,unalarm,,postphthistic","Robert was excited that Halloween was coming.  He and his mother went to the store to look at costumes so that he could pick one.  There was a a witch costume, a horse costume and a costume that looked like a doggy.  Robert thought he would get the dog costume because he thought he could make a great woof sound.  His mother bought it for him and he couldn't wait to wear it.  On Halloween night, Robert was all dressed to go out trick or treating and waited for his Dad to take him out.  His father told him that he had talked to the lady who lived next door and she was hoping that her granddaughter could go trick or treating with them.  Robert thought it would be okay if she came along and they went to go pick her up.  Robert found out her name was Tessa.  He was happy to see that she was wearing a costume that looked like a kitten.  Their costumes would go well together.  They went from house to house getting candy.  Some people gave them jelly beans, some gave them chocolate bars and some gave them cookies.  Robert's favorite treat that they got was the chocolate bars.  When they got home they saw they had both gotten a lot of candy.  It was a great Halloween and Robert was very happy. Why did Robert and his mother go to the store?"
1,"caretaken,,hypercholesteremic,,daffs,,welfares","Robert was excited that Halloween was coming.  He and his mother went to the store to look at costumes so that he could pick one.  There was a a witch costume, a horse costume and a costume that looked like a doggy.  Robert thought he would get the dog costume because he thought he could make a great woof sound.  His mother bought it for him and he couldn't wait to wear it.  On Halloween night, Robert was all dressed to go out trick or treating and waited for his Dad to take him out.  His father told him that he had talked to the lady who lived next door and she was hoping that her granddaughter could go trick or treating with them.  Robert thought it would be okay if she came along and they went to go pick her up.  Robert found out her name was Tessa.  He was happy to see that she was wearing a costume that looked like a kitten.  Their costumes would go well together.  They went from house to house getting candy.  Some people gave them jelly beans, some gave them chocolate bars and some gave them cookies.  Robert's favorite treat that they got was the chocolate bars.  When they got home they saw they had both gotten a lot of candy.  It was a great Halloween and Robert was very happy. Which costume did Robert's mother buy for him?"
2,"chugalug,,undebated,,acupunctured,,modicum","Gia was new in the neighborhood. She really wanted to meet some new friends. She was lonely and tired of playing with her toys all by herself. Her mother told her that the best way to meet new friends was to go somewhere where other kids are at. She remembered seeing a park on the corner when they were moving in. She asked her mother if she could go to the park. Her mother walked her down the street to the park.  When Gia got to the park she was not happy. There was no one there. She sat on a swing and looked at the ground. It seemed like this was going to be another lonely day. Gia heard a noise and looked up. There was a girl coming down the hill. She smiled, but she was a little scared. What if she wasn\"
3,"moneygrubbing,,haemagogue,,doubletone,,ponderative",Anna loved the beach and went as often as she could. She liked the birds and the waves.  Jason did not like the beach. He did not like how warm the sand was. He didn't like the salt in the water. Jason wanted to stay home. Jason went to the beach with his mother and father and met Anna. She had a red kite that Jason liked very much. Anna was having trouble getting the kite in the air and was sad. Jason went over to help her and together they got the kite into the air and watched it go higher and higher. Anna let Jason fly the kite for a little bit. After that Jason was hungry. Anna showed him that she had brought a green Picnic basket from her house. Inside the picnic basket there were cakes and sandwiches and salad and some fruit. Jason had brought lemonade in a blue bottle and shared it with Anna. It was the most fun Jason had at the beach. What color is the Kite?
0,"nonheinous,,partes,,inklings,,mastadenoma",Anna loved the beach and went as often as she could. She liked the birds and the waves.  Jason did not like the beach. He did not like how warm the sand was. He didn't like the salt in the water. Jason wanted to stay home. Jason went to the beach with his mother and father and met Anna. She had a red kite that Jason liked very much. Anna was having trouble getting the kite in the air and was sad. Jason went over to help her and together they got the kite into the air and watched it go higher and higher. Anna let Jason fly the kite for a little bit. After that Jason was hungry. Anna showed him that she had brought a green Picnic basket from her house. Inside the picnic basket there were cakes and sandwiches and salad and some fruit. Jason had brought lemonade in a blue bottle and shared it with Anna. It was the most fun Jason had at the beach. What did Anna bring to the beach with her?
1,"cofaster,,saponated,,pneumolith,,antelocation",Anna loved the beach and went as often as she could. She liked the birds and the waves.  Jason did not like the beach. He did not like how warm the sand was. He didn't like the salt in the water. Jason wanted to stay home. Jason went to the beach with his mother and father and met Anna. She had a red kite that Jason liked very much. Anna was having trouble getting the kite in the air and was sad. Jason went over to help her and together they got the kite into the air and watched it go higher and higher. Anna let Jason fly the kite for a little bit. After that Jason was hungry. Anna showed him that she had brought a green Picnic basket from her house. Inside the picnic basket there were cakes and sandwiches and salad and some fruit. Jason had brought lemonade in a blue bottle and shared it with Anna. It was the most fun Jason had at the beach. Why did Jason not like the beach?
2,"pliocene,,lagopodous,,scurf,,dictyoceratina",Anna loved the beach and went as often as she could. She liked the birds and the waves.  Jason did not like the beach. He did not like how warm the sand was. He didn't like the salt in the water. Jason wanted to stay home. Jason went to the beach with his mother and father and met Anna. She had a red kite that Jason liked very much. Anna was having trouble getting the kite in the air and was sad. Jason went over to help her and together they got the kite into the air and watched it go higher and higher. Anna let Jason fly the kite for a little bit. After that Jason was hungry. Anna showed him that she had brought a green Picnic basket from her house. Inside the picnic basket there were cakes and sandwiches and salad and some fruit. Jason had brought lemonade in a blue bottle and shared it with Anna. It was the most fun Jason had at the beach. where does the story take place?
3,"alkahest,,bartramiaceae,,crateriform,,forfalt","Max was a little dog that loved to ride the train. Every day when the sun came up Max would run down to the stop and wait until the train stopped and jump on. He thought this was the best time of his life. He always wore a blue collar and a red piece of fabric. Except for on the weekends he would wear a green collar. Sometimes when Max would run next to the train, he would get a splash of mud on his fur. His friend, Bob, didn't like it when Max came home dirty. If Max came home with mud on his fur, Bob would make him sleep outside for the night, but if Max came home clean he would sleep in the house. Max didn't mind sleeping outside, because he could hear the train's whistle and he would dream all night about the train. The funny thing about Max was that he didn't like going for a drive with Bob in a car, on a bike or in a boat. The only way you get Max to go somewhere was on a train. Max must have been a train driver in a past life. What was the dog's name?"
0,"necks,,underspore,,genetor,,crosscutter","Max was a little dog that loved to ride the train. Every day when the sun came up Max would run down to the stop and wait until the train stopped and jump on. He thought this was the best time of his life. He always wore a blue collar and a red piece of fabric. Except for on the weekends he would wear a green collar. Sometimes when Max would run next to the train, he would get a splash of mud on his fur. His friend, Bob, didn't like it when Max came home dirty. If Max came home with mud on his fur, Bob would make him sleep outside for the night, but if Max came home clean he would sleep in the house. Max didn't mind sleeping outside, because he could hear the train's whistle and he would dream all night about the train. The funny thing about Max was that he didn't like going for a drive with Bob in a car, on a bike or in a boat. The only way you get Max to go somewhere was on a train. Max must have been a train driver in a past life. What color did collar did the dog wear on Mondays?"
1,"rabbled,,inlace,,verderor,,subabsolute","Max was a little dog that loved to ride the train. Every day when the sun came up Max would run down to the stop and wait until the train stopped and jump on. He thought this was the best time of his life. He always wore a blue collar and a red piece of fabric. Except for on the weekends he would wear a green collar. Sometimes when Max would run next to the train, he would get a splash of mud on his fur. His friend, Bob, didn't like it when Max came home dirty. If Max came home with mud on his fur, Bob would make him sleep outside for the night, but if Max came home clean he would sleep in the house. Max didn't mind sleeping outside, because he could hear the train's whistle and he would dream all night about the train. The funny thing about Max was that he didn't like going for a drive with Bob in a car, on a bike or in a boat. The only way you get Max to go somewhere was on a train. Max must have been a train driver in a past life. Where did the dog sleep if he came home dirty?"
2,"kojang,,colins,,cosmopolitic,,decorated","Max was a little dog that loved to ride the train. Every day when the sun came up Max would run down to the stop and wait until the train stopped and jump on. He thought this was the best time of his life. He always wore a blue collar and a red piece of fabric. Except for on the weekends he would wear a green collar. Sometimes when Max would run next to the train, he would get a splash of mud on his fur. His friend, Bob, didn't like it when Max came home dirty. If Max came home with mud on his fur, Bob would make him sleep outside for the night, but if Max came home clean he would sleep in the house. Max didn't mind sleeping outside, because he could hear the train's whistle and he would dream all night about the train. The funny thing about Max was that he didn't like going for a drive with Bob in a car, on a bike or in a boat. The only way you get Max to go somewhere was on a train. Max must have been a train driver in a past life. What did the dog love to ride on?"
3,"animatist,,shaftsman,,createdness,,supersuperabundantly","One hot afternoon in the summertime a family and their dog were getting ready to have a dinnertime picnic in the park. The dishes in the picnic included peanut butter and jelly sandwiches, watermelons, potato salad, and chocolate cookies. When they got to the park the father, George, was looking for a good place to have the picnic. While they were walking they bumped into their neighbors, Robert and Natalie, and their twins, Anson and Anne and their dog Emile. Robert explained that it was the twins\"
0,"preconcessions,,forinsec,,cryptomnesic,,cotwal",John was a very naughty boy.  He liked playing tricks on people.  Sometimes he would call Mrs. Walker at the hat store and roar at her on the phone.  Sometimes he would leave his wet blanket on the sidewalk so that it would squish under people\
1,"cantilevers,,monarchically,,stirring,,oversets","Lucy was walking with her family in the woods, far away from the city.  Her father helped her see all kinds of animals.  It was like going to the zoo.  They saw deer, a moose, a fox, and a bear.  The bear ran away when her brother shouted.  Lucy thought that was lucky, because she was a little scared of it.  Her father showed her a whistle to blow in case she got lost.  Her brother kept stealing it.  While they were walking down by a stream, Lucy's Mom was making sandwiches for everyone.  Lucy's brother Jim kept blowing the whistle.  He told her that he was going to steal her sandwich if he got there first.  That made her mad!  She really wanted her turkey sandwich and not a peanut butter and jelly sandwich.  When their mom called, they both ran back as fast as they could.  Since Jim was older, he was faster and beat her to the picnic.  Lucy started crying.  She thought Jim stole everything! Who did the whistle belong to?"
2,"lactim,,trachomas,,balibago,,tophus","Lucy was walking with her family in the woods, far away from the city.  Her father helped her see all kinds of animals.  It was like going to the zoo.  They saw deer, a moose, a fox, and a bear.  The bear ran away when her brother shouted.  Lucy thought that was lucky, because she was a little scared of it.  Her father showed her a whistle to blow in case she got lost.  Her brother kept stealing it.  While they were walking down by a stream, Lucy's Mom was making sandwiches for everyone.  Lucy's brother Jim kept blowing the whistle.  He told her that he was going to steal her sandwich if he got there first.  That made her mad!  She really wanted her turkey sandwich and not a peanut butter and jelly sandwich.  When their mom called, they both ran back as fast as they could.  Since Jim was older, he was faster and beat her to the picnic.  Lucy started crying.  She thought Jim stole everything! Where did Lucy and her family go walking?"
3,"intervisit,,irideous,,bacchides,,subchorionic","Lucy was walking with her family in the woods, far away from the city.  Her father helped her see all kinds of animals.  It was like going to the zoo.  They saw deer, a moose, a fox, and a bear.  The bear ran away when her brother shouted.  Lucy thought that was lucky, because she was a little scared of it.  Her father showed her a whistle to blow in case she got lost.  Her brother kept stealing it.  While they were walking down by a stream, Lucy's Mom was making sandwiches for everyone.  Lucy's brother Jim kept blowing the whistle.  He told her that he was going to steal her sandwich if he got there first.  That made her mad!  She really wanted her turkey sandwich and not a peanut butter and jelly sandwich.  When their mom called, they both ran back as fast as they could.  Since Jim was older, he was faster and beat her to the picnic.  Lucy started crying.  She thought Jim stole everything! Why did Lucy cry?"
0,"rematch,,tosher,,homologs,,dewdropper","Lucy was walking with her family in the woods, far away from the city.  Her father helped her see all kinds of animals.  It was like going to the zoo.  They saw deer, a moose, a fox, and a bear.  The bear ran away when her brother shouted.  Lucy thought that was lucky, because she was a little scared of it.  Her father showed her a whistle to blow in case she got lost.  Her brother kept stealing it.  While they were walking down by a stream, Lucy's Mom was making sandwiches for everyone.  Lucy's brother Jim kept blowing the whistle.  He told her that he was going to steal her sandwich if he got there first.  That made her mad!  She really wanted her turkey sandwich and not a peanut butter and jelly sandwich.  When their mom called, they both ran back as fast as they could.  Since Jim was older, he was faster and beat her to the picnic.  Lucy started crying.  She thought Jim stole everything! What kind of animal ran away when her brother shouted?"
