question,answer,Subject,choices,answer_original_temperature:0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[georreferenciarais,, esquematizara,, jesuseaban,, convendrá]",1
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[convendrá,, georreferenciarais,, jesuseaban,, esquematizara]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[convendrá,, georreferenciarais,, esquematizara,, jesuseaban]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[convendrá,, jesuseaban,, georreferenciarais,, esquematizara]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[convendrá,, jesuseaban,, esquematizara,, georreferenciarais]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[convendrá,, esquematizara,, georreferenciarais,, jesuseaban]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[convendrá,, esquematizara,, jesuseaban,, georreferenciarais]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[jesuseaban,, georreferenciarais,, convendrá,, esquematizara]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[jesuseaban,, georreferenciarais,, esquematizara,, convendrá]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[jesuseaban,, convendrá,, georreferenciarais,, esquematizara]",1
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[jesuseaban,, convendrá,, esquematizara,, georreferenciarais]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[jesuseaban,, esquematizara,, georreferenciarais,, convendrá]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[jesuseaban,, esquematizara,, convendrá,, georreferenciarais]",0
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[esquematizara,, georreferenciarais,, convendrá,, jesuseaban]",2
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[esquematizara,, georreferenciarais,, jesuseaban,, convendrá]",3
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[esquematizara,, convendrá,, georreferenciarais,, jesuseaban]",1
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[esquematizara,, convendrá,, jesuseaban,, georreferenciarais]",1
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[esquematizara,, jesuseaban,, georreferenciarais,, convendrá]",3
Enunciado 1 | Todo grupo abeliano libre distinto de cero tiene un número infinito de bases. Enunciado 2 | Todo grupo abeliano libre de rango al menos 2 tiene un número infinito de bases.,D,abstract_algebra,"[esquematizara,, jesuseaban,, convendrá,, georreferenciarais]",2
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[descaeré,, sumariábamos,, difundidor,, tendrán]",3
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[descaeré,, sumariábamos,, tendrán,, difundidor]",2
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[descaeré,, difundidor,, sumariábamos,, tendrán]",3
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[descaeré,, difundidor,, tendrán,, sumariábamos]",2
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[descaeré,, tendrán,, sumariábamos,, difundidor]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[descaeré,, tendrán,, difundidor,, sumariábamos]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[sumariábamos,, descaeré,, difundidor,, tendrán]",3
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[sumariábamos,, descaeré,, tendrán,, difundidor]",2
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[sumariábamos,, difundidor,, descaeré,, tendrán]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[sumariábamos,, difundidor,, tendrán,, descaeré]",2
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[sumariábamos,, tendrán,, descaeré,, difundidor]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[sumariábamos,, tendrán,, difundidor,, descaeré]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[difundidor,, descaeré,, sumariábamos,, tendrán]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[difundidor,, descaeré,, tendrán,, sumariábamos]",2
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[difundidor,, sumariábamos,, descaeré,, tendrán]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[difundidor,, sumariábamos,, tendrán,, descaeré]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[difundidor,, tendrán,, descaeré,, sumariábamos]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[difundidor,, tendrán,, sumariábamos,, descaeré]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[tendrán,, descaeré,, sumariábamos,, difundidor]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[tendrán,, descaeré,, difundidor,, sumariábamos]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[tendrán,, sumariábamos,, descaeré,, difundidor]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[tendrán,, sumariábamos,, difundidor,, descaeré]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[tendrán,, difundidor,, descaeré,, sumariábamos]",0
Enunciado 1 | Por cada entero positivo n existe un grupo cíclico de orden n. Enunciado 2 | Todo grupo cíclico finito contiene un elemento de cada orden que divide el orden del grupo.,A,abstract_algebra,"[tendrán,, difundidor,, sumariábamos,, descaeré]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[jactasen,, taconeasen,, enrevesando,, despejáremos]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[jactasen,, taconeasen,, despejáremos,, enrevesando]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[jactasen,, enrevesando,, taconeasen,, despejáremos]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[jactasen,, enrevesando,, despejáremos,, taconeasen]",2
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[jactasen,, despejáremos,, taconeasen,, enrevesando]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[jactasen,, despejáremos,, enrevesando,, taconeasen]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[taconeasen,, jactasen,, enrevesando,, despejáremos]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[taconeasen,, jactasen,, despejáremos,, enrevesando]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[taconeasen,, enrevesando,, jactasen,, despejáremos]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[taconeasen,, enrevesando,, despejáremos,, jactasen]",2
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[taconeasen,, despejáremos,, jactasen,, enrevesando]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[taconeasen,, despejáremos,, enrevesando,, jactasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[enrevesando,, jactasen,, taconeasen,, despejáremos]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[enrevesando,, jactasen,, despejáremos,, taconeasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[enrevesando,, taconeasen,, jactasen,, despejáremos]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[enrevesando,, taconeasen,, despejáremos,, jactasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[enrevesando,, despejáremos,, jactasen,, taconeasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[enrevesando,, despejáremos,, taconeasen,, jactasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[despejáremos,, jactasen,, taconeasen,, enrevesando]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[despejáremos,, jactasen,, enrevesando,, taconeasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[despejáremos,, taconeasen,, jactasen,, enrevesando]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[despejáremos,, taconeasen,, enrevesando,, jactasen]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[despejáremos,, enrevesando,, jactasen,, taconeasen]",1
"Enunciado 1 | Si un grupo tiene un elemento de orden 10, entonces tiene elementos de orden 1, 2 y 5. Enunciado 2 | Si un grupo tiene un elemento de orden 2 y un elemento de orden 3, entonces tiene un elemento de orden 6.",C,abstract_algebra,"[despejáremos,, enrevesando,, taconeasen,, jactasen]",1
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[olimpiaco,, enterciaba,, mocáramos,, pastillaje]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[olimpiaco,, enterciaba,, pastillaje,, mocáramos]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[olimpiaco,, mocáramos,, enterciaba,, pastillaje]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[olimpiaco,, mocáramos,, pastillaje,, enterciaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[olimpiaco,, pastillaje,, enterciaba,, mocáramos]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[olimpiaco,, pastillaje,, mocáramos,, enterciaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[enterciaba,, olimpiaco,, mocáramos,, pastillaje]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[enterciaba,, olimpiaco,, pastillaje,, mocáramos]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[enterciaba,, mocáramos,, olimpiaco,, pastillaje]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[enterciaba,, mocáramos,, pastillaje,, olimpiaco]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[enterciaba,, pastillaje,, olimpiaco,, mocáramos]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[enterciaba,, pastillaje,, mocáramos,, olimpiaco]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[mocáramos,, olimpiaco,, enterciaba,, pastillaje]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[mocáramos,, olimpiaco,, pastillaje,, enterciaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[mocáramos,, enterciaba,, olimpiaco,, pastillaje]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[mocáramos,, enterciaba,, pastillaje,, olimpiaco]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[mocáramos,, pastillaje,, olimpiaco,, enterciaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[mocáramos,, pastillaje,, enterciaba,, olimpiaco]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[pastillaje,, olimpiaco,, enterciaba,, mocáramos]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[pastillaje,, olimpiaco,, mocáramos,, enterciaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[pastillaje,, enterciaba,, olimpiaco,, mocáramos]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[pastillaje,, enterciaba,, mocáramos,, olimpiaco]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[pastillaje,, mocáramos,, olimpiaco,, enterciaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función g necesariamente debe ser inyectiva. Enunciado 2 | La función g debe ser necesariamente sobreyectiva.",D,abstract_algebra,"[pastillaje,, mocáramos,, enterciaba,, olimpiaco]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[despechaseis,, descercaremos,, descatolizaron,, rezase]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[despechaseis,, descercaremos,, rezase,, descatolizaron]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[despechaseis,, descatolizaron,, descercaremos,, rezase]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[despechaseis,, descatolizaron,, rezase,, descercaremos]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[despechaseis,, rezase,, descercaremos,, descatolizaron]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[despechaseis,, rezase,, descatolizaron,, descercaremos]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[descercaremos,, despechaseis,, descatolizaron,, rezase]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[descercaremos,, despechaseis,, rezase,, descatolizaron]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[descercaremos,, descatolizaron,, despechaseis,, rezase]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[descercaremos,, descatolizaron,, rezase,, despechaseis]",0
Enunciado 1 | Un homomorfismo es uno a uno si y solo si el núcleo consta únicamente del elemento identidad. Enunciado 2 | La imagen de un grupo de 6 elementos bajo algún homomorfismo puede tener 4 elementos.,C,abstract_algebra,"[descercaremos,, rezase,, despechaseis,, descatolizaron]",0
